Altium Designer Pick and Place Locations
C:\Users\ekend\Desktop\BMS2_PCB\Project Outputs for BMS_PCB\Pick Place for BMSPowerDistribution.csv

========================================================================================================================
File Design Information:

Date:       06-02-25
Time:       15:20
Revision:   e369a24354e8bdf0f653aaf61f79134fc1bd8f6c
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"Cx7","C0805C104M5RACTU","TopLayer","FP-C0805C-DN-MFG","61.9364","113.7700","0","CAP CER 0.1UF 50V X7R 0805"
"Cx6","C0805C104M5RACTU","TopLayer","FP-C0805C-DN-MFG","46.8488","104.0672","0","CAP CER 0.1UF 50V X7R 0805"
"C79","C0805C104M5RACTU","TopLayer","FP-C0805C-DN-MFG","105.7500","54.7000","180","CAP CER 0.1UF 50V X7R 0805"
"C70","C0805C104M5RACTU","TopLayer","FP-C0805C-DN-MFG","85.8500","60.4000","180","CAP CER 0.1UF 50V X7R 0805"
"C62","C0805C104M5RACTU","TopLayer","FP-C0805C-DN-MFG","123.4500","60.4000","180","CAP CER 0.1UF 50V X7R 0805"
"Cinx2","C0805C104M5RACTU","TopLayer","FP-C0805C-DN-MFG","68.6000","65.3000","180","CAP CER 0.1UF 50V X7R 0805"
"Ci7","GRM31CR71H475KA12L","TopLayer","FP-GRM31C-0_2-e0_3_0_8-IPC_C","62.6750","118.0992","0","Chip Multilayer Ceramic Capacitors for General Purpose, 1206, 4.7uF, X7R, 15%, 10%, 50V"
"Ci6","GRM31CR71H475KA12L","TopLayer","FP-GRM31C-0_2-e0_3_0_8-IPC_C","46.8234","106.5564","0","Chip Multilayer Ceramic Capacitors for General Purpose, 1206, 4.7uF, X7R, 15%, 10%, 50V"
"C78","GRM31CR71H475KA12L","TopLayer","FP-GRM31C-0_2-e0_3_0_8-IPC_C","105.6500","57.1000","180","Chip Multilayer Ceramic Capacitors for General Purpose, 1206, 4.7uF, X7R, 15%, 10%, 50V"
"C69","GRM31CR71H475KA12L","TopLayer","FP-GRM31C-0_2-e0_3_0_8-IPC_C","86.0734","63.7482","270","Chip Multilayer Ceramic Capacitors for General Purpose, 1206, 4.7uF, X7R, 15%, 10%, 50V"
"C61","GRM31CR71H475KA12L","TopLayer","FP-GRM31C-0_2-e0_3_0_8-IPC_C","122.0250","58.1250","180","Chip Multilayer Ceramic Capacitors for General Purpose, 1206, 4.7uF, X7R, 15%, 10%, 50V"
"Cin2","GRM31CR71H475KA12L","TopLayer","FP-GRM31C-0_2-e0_3_0_8-IPC_C","68.7500","68.7758","270","Chip Multilayer Ceramic Capacitors for General Purpose, 1206, 4.7uF, X7R, 15%, 10%, 50V"
"C18","UMK105CG181JV-F","TopLayer","CAP_UMK105_CG080CV-F_TAY","52.2293","86.5000","0","No Description Available"
"Cc72","GRM1555C1H101FA01D","TopLayer","FP-GRM155-0_05-IPC_C","71.4748","90.4762","270","CAP CER 100PF 50V C0G/NP0 0402"
"Cc_6","UMK105CG271JV-F","TopLayer","FP-0402-L_1_0_0_05-W_0_5-IPC_B","45.7551","126.2089","0","None"
"Cc7","GRM1555C1E5R1CA01D","TopLayer","CAPC1005X55X25LL05T10","69.5500","94.3000","0",""
"Cc6","C0805C100M4GACTU","TopLayer","FP-C0805C-DN-MFG","48.9588","125.4215","180","CAP CER 10PF 16V 20% NP0 0805"
"C82","GRM1555C1E120JA01D","TopLayer","CAPC1005X55X25LL05T10","101.9133","79.2999","0",""
"Cb71","08053C104K4T2A","TopLayer","CAPC2013X140X50LL20T25","60.9500","99.1250","0",""
"Cb","08053C104K4T2A","TopLayer","CAPC2013X140X50LL20T25","45.9598","116.6656","0",""
"Cb4","GCJ188R72A104KA01D","TopLayer","FP-GCJ188-0_2-IPC_A","12.5500","15.7000","270","Cap Ceramic 0.1uF 100V X7R 10% Pad SMD 0603 Soft Termination +125°C Automotive T/R"
"Cb8","GCJ188R72A104KA01D","TopLayer","FP-GCJ188-0_2-IPC_A","54.2500","2.3745","270","Cap Ceramic 0.1uF 100V X7R 10% Pad SMD 0603 Soft Termination +125°C Automotive T/R"
"Cb3","GCJ188R72A104KA01D","TopLayer","FP-GCJ188-0_2-IPC_A","7.1750","19.9005","270","Cap Ceramic 0.1uF 100V X7R 10% Pad SMD 0603 Soft Termination +125°C Automotive T/R"
"Cb7","GCJ188R72A104KA01D","TopLayer","FP-GCJ188-0_2-IPC_A","50.6500","7.2995","270","Cap Ceramic 0.1uF 100V X7R 10% Pad SMD 0603 Soft Termination +125°C Automotive T/R"
"Cb2","GCJ188R72A104KA01D","TopLayer","FP-GCJ188-0_2-IPC_A","27.8500","13.7245","270","Cap Ceramic 0.1uF 100V X7R 10% Pad SMD 0603 Soft Termination +125°C Automotive T/R"
"Cb13","GCJ188R72A104KA01D","TopLayer","FP-GCJ188-0_2-IPC_A","86.2500","4.8500","270","Cap Ceramic 0.1uF 100V X7R 10% Pad SMD 0603 Soft Termination +125°C Automotive T/R"
"Cbx","GCJ188R72A104KA01D","TopLayer","FP-GCJ188-0_2-IPC_A","122.7500","3.1000","270","Cap Ceramic 0.1uF 100V X7R 10% Pad SMD 0603 Soft Termination +125°C Automotive T/R"
"Cb6","GCJ188R72A104KA01D","TopLayer","FP-GCJ188-0_2-IPC_A","35.0516","3.8510","270","Cap Ceramic 0.1uF 100V X7R 10% Pad SMD 0603 Soft Termination +125°C Automotive T/R"
"Cb17","GCJ188R72A104KA01D","TopLayer","FP-GCJ188-0_2-IPC_A","98.6250","3.8500","270","Cap Ceramic 0.1uF 100V X7R 10% Pad SMD 0603 Soft Termination +125°C Automotive T/R"
"Cb19","GCJ188R72A104KA01D","TopLayer","FP-GCJ188-0_2-IPC_A","109.1500","4.1000","270","Cap Ceramic 0.1uF 100V X7R 10% Pad SMD 0603 Soft Termination +125°C Automotive T/R"
"Cb9","GCJ188R72A104KA01D","TopLayer","FP-GCJ188-0_2-IPC_A","68.6755","7.1000","0","Cap Ceramic 0.1uF 100V X7R 10% Pad SMD 0603 Soft Termination +125°C Automotive T/R"
"Cb1","GCJ188R72A104KA01D","TopLayer","FP-GCJ188-0_2-IPC_A","23.9584","18.2040","270","Cap Ceramic 0.1uF 100V X7R 10% Pad SMD 0603 Soft Termination +125°C Automotive T/R"
"Cb12","GCJ188R72A104KA01D","TopLayer","FP-GCJ188-0_2-IPC_A","83.7584","9.2873","270","Cap Ceramic 0.1uF 100V X7R 10% Pad SMD 0603 Soft Termination +125°C Automotive T/R"
"Cb14","GCJ188R72A104KA01D","TopLayer","FP-GCJ188-0_2-IPC_A","120.6500","7.5255","270","Cap Ceramic 0.1uF 100V X7R 10% Pad SMD 0603 Soft Termination +125°C Automotive T/R"
"Cb5","GCJ188R72A104KA01D","TopLayer","FP-GCJ188-0_2-IPC_A","24.8848","3.3655","270","Cap Ceramic 0.1uF 100V X7R 10% Pad SMD 0603 Soft Termination +125°C Automotive T/R"
"Cb16","GCJ188R72A104KA01D","TopLayer","FP-GCJ188-0_2-IPC_A","97.0500","9.0000","270","Cap Ceramic 0.1uF 100V X7R 10% Pad SMD 0603 Soft Termination +125°C Automotive T/R"
"Cb18","GCJ188R72A104KA01D","TopLayer","FP-GCJ188-0_2-IPC_A","108.0500","8.8745","270","Cap Ceramic 0.1uF 100V X7R 10% Pad SMD 0603 Soft Termination +125°C Automotive T/R"
"C4","06035C104KAT4A","TopLayer","CAPC1608X90X35LL15T15","121.1750","106.5500","90",""
"C3","06035C104KAT4A","TopLayer","CAPC1608X90X35LL15T15","122.9500","106.5000","90",""
"C2","06035C104KAT4A","TopLayer","CAPC1608X90X35LL15T15","124.5250","106.4500","90",""
"C1","06035C104KAT4A","TopLayer","CAPC1608X90X35LL15T15","126.1500","106.4750","90",""
"U5","LM25116MHX/NOPB","TopLayer","PWP0020A_N","107.8510","70.4054","270","Wide Range Synchronous Buck Controller, 20-pin TSSOP-EP, Pb-Free"
"U4","LM25116MHX/NOPB","TopLayer","PWP0020A_N","91.7382","72.1650","270","Wide Range Synchronous Buck Controller, 20-pin TSSOP-EP, Pb-Free"
"U3","LM25116MHX/NOPB","TopLayer","PWP0020A_N","126.5527","73.2355","270","Wide Range Synchronous Buck Controller, 20-pin TSSOP-EP, Pb-Free"
"U1","LM25116MHX/NOPB","TopLayer","PWP0020A_N","55.9998","81.5594","270","Wide Range Synchronous Buck Controller, 20-pin TSSOP-EP, Pb-Free"
"R2","CRCW080541K2FKEA","TopLayer","Vishay_CRCW0805-e3_MFG","60.8766","84.6738","90",""
"R53","CRCW080541K2FKEA","TopLayer","Vishay_CRCW0805-e3_MFG","112.9090","73.4256","90",""
"R42","CRCW080541K2FKEA","TopLayer","Vishay_CRCW0805-e3_MFG","97.8000","76.4500","90",""
"R22","CRCW080541K2FKEA","TopLayer","Vishay_CRCW0805-e3_MFG","131.4450","77.8256","180",""
"R12","CRCW080541K2FKEA","TopLayer","Vishay_CRCW0805-e3_MFG","81.3520","79.4750","90",""
"R3","ERJ-6ENF2491V","TopLayer","RESC2013X70X40LL20T20","62.6500","84.8250","90",""
"R54","ERJ-6ENF2491V","TopLayer","RESC2013X70X40LL20T20","114.2500","76.7750","270",""
"R43","ERJ-6ENF2491V","TopLayer","RESC2013X70X40LL20T20","98.4500","80.1750","270",""
"R23","ERJ-6ENF2491V","TopLayer","RESC2013X70X40LL20T20","132.4150","75.9923","180",""
"R13","ERJ-6ENF2491V","TopLayer","RESC2013X70X40LL20T20","81.7000","82.5000","270",""
"R4","CRCW04025K23FKED","TopLayer","FP-CRCW0402-e3-IPC_C","58.3500","87.7022","90","RES Thick Film, 5.23kO, 1%, 0.063W, 100ppm/°C, 0402"
"R55","CRCW04025K23FKED","TopLayer","FP-CRCW0402-e3-IPC_C","111.6530","76.6886","90","RES Thick Film, 5.23kO, 1%, 0.063W, 100ppm/°C, 0402"
"R44","CRCW04025K23FKED","TopLayer","FP-CRCW0402-e3-IPC_C","94.3622","78.3085","90","RES Thick Film, 5.23kO, 1%, 0.063W, 100ppm/°C, 0402"
"R24","CRCW04025K23FKED","TopLayer","FP-CRCW0402-e3-IPC_C","128.4500","79.9692","90","RES Thick Film, 5.23kO, 1%, 0.063W, 100ppm/°C, 0402"
"R14","CRCW04025K23FKED","TopLayer","FP-CRCW0402-e3-IPC_C","79.7500","83.2022","90","RES Thick Film, 5.23kO, 1%, 0.063W, 100ppm/°C, 0402"
"R6","CSNL1206FT3L00","TopLayer","STA_CSNL1206_STP","49.7500","65.2000","180","No Description Available"
"R57","CSR1206FK12L0","TopLayer","FP-CSR1206-IPC_B","105.8500","51.9000","0","General Purpose Thick Film Chip Resistor, 1206, 12mO, 1%, 0.5W"
"R47","CSR1206FK12L0","TopLayer","FP-CSR1206-IPC_B","86.5306","56.0070","0","General Purpose Thick Film Chip Resistor, 1206, 12mO, 1%, 0.5W"
"R27","PRL1632-R007-F-T1","TopLayer","FP-PRL1632-IPC_C","119.3495","61.9250","0","7 mOhms ±1% 1W Chip Resistor Wide 0612 (1632 Metric), Current Sense Thin Film"
"R17","CSR1206FK15L0","TopLayer","FP-CSR1206-IPC_B","68.6744","61.6158","90","General Purpose Thick Film Chip Resistor, 1206, 15mO, 1%, 0.5W"
"R7","CRCW120656K0FKEA","TopLayer","FP-CRCW1206-e3-IPC_C","50.1250","81.0000","180","RES Thick Film, 56kO, 1%, 0.25W, 100ppm/°C, 1206"
"R58","ERJ-6ENF1872V","TopLayer","RESC2013X70X40LL20T20","103.0750","73.2000","0",""
"R48","ERJ-6ENF3242V","TopLayer","RESC2013X70X40ML20T20","87.3250","73.9000","90",""
"R28","AC0402FR-0786K6L","TopLayer","FP-AC0402-IPC_B","122.1214","75.6000","180","RES 86.6kO ±1% 0.063W 0402"
"R18","AC0402FR-0786K6L","TopLayer","FP-AC0402-IPC_B","70.3214","78.8000","180","RES 86.6kO ±1% 0.063W 0402"
"R19","ERJ-6ENF9761V","TopLayer","RESC2013X70X40ML20T20","70.9500","85.2000","0",""
"R59","RNCF0805BTE10K4","TopLayer","RES_RNCF0805_STP","103.7018","80.9001","0","No Description Available"
"R49","RNCF0805BTE10K4","TopLayer","RES_RNCF0805_STP","88.4500","82.0275","90","No Description Available"
"R29","ERJ-6ENF9761V","TopLayer","RESC2013X70X40ML20T20","120.3750","73.7000","0",""
"R1","CRCW04021M00FKED","TopLayer","FP-CRCW0402-e3-MFG","56.4500","88.1000","270","RES Thick Film, 1MO, 1%, 0.063W, 100ppm/°C, 0402"
"R60","CRCW04021M00FKED","TopLayer","FP-CRCW0402-e3-MFG","108.8500","77.4000","270","RES Thick Film, 1MO, 1%, 0.063W, 100ppm/°C, 0402"
"R46","CRCW04021M00FKED","TopLayer","FP-CRCW0402-e3-MFG","92.0500","78.7000","270","RES Thick Film, 1MO, 1%, 0.063W, 100ppm/°C, 0402"
"R26","CRCW04021M00FKED","TopLayer","FP-CRCW0402-e3-MFG","126.8500","80.0000","270","RES Thick Film, 1MO, 1%, 0.063W, 100ppm/°C, 0402"
"R16","CRCW04021M00FKED","TopLayer","FP-CRCW0402-e3-MFG","78.0500","83.2000","270","RES Thick Film, 1MO, 1%, 0.063W, 100ppm/°C, 0402"
"R5","CRCW0402102KFKED","TopLayer","RESC1005X40X25ML05T05","50.3022","84.6836","0",""
"R25","CRCW0402143KFKED","TopLayer","FP-CRCW0402-e3-IPC_A","120.5522","77.3250","180","RES Thick Film, 143kO, 1%, 0.063W, 100ppm/°C, 0402"
"R15","CRCW0402191KFKED","TopLayer","FP-CRCW0402-e3-IPC_C","70.1479","81.2000","0","RES Thick Film, 191kO, 1%, 0.063W, 100ppm/°C, 0402"
"R56","CRCW040247K5FKED","TopLayer","RESC1005X40X25ML05T05","101.4234","75.2734","0",""
"R45","CRCW040266K5FKED","TopLayer","RESC1005X40X25ML05T05","84.0500","77.6000","0",""
"Q6","CSD18534Q5A","TopLayer","FP-DQJ0008A-MFG","105.1150","63.2488","270","MOSFET N-CH 60V 8SON"
"Q5","CSD18537NQ5A","TopLayer","FP-DQJ0008A-MFG","111.6850","63.1488","270","MOSFET N-CH 60V 50A 8SON"
"Q4","CSD18534Q5A","TopLayer","FP-DQJ0008A-MFG","90.5450","64.7488","270","MOSFET N-CH 60V 8SON"
"Q3","CSD18537NQ5A","TopLayer","FP-DQJ0008A-MFG","96.7500","64.7013","270","MOSFET N-CH 60V 50A 8SON"
"Q2","CSD18534Q5A","TopLayer","FP-DQJ0008A-MFG","124.4201","66.1512","270","MOSFET N-CH 60V 8SON"
"Q1","CSD18534Q5A","TopLayer","FP-DQJ0008A-MFG","130.6201","66.1512","270","MOSFET N-CH 60V 8SON"
"MP+","7461147","TopLayer","7461147_CHEMICAL_SURFACE","37.7500","128.7000","0","7461147 REDCUBE Power Element Poles, 180A, Press-Fit, M5 Internal Thread, Vertical, WP-BUFU"
"M2","CSD16556Q5B","TopLayer","DNK0008A","57.3500","72.7800","270","No Description Available"
"M1","CSD18537NQ5A","TopLayer","FP-DQJ0008A-MFG","50.8883","73.7634","270","MOSFET N-CH 60V 50A 8SON"
"M1_4","CSD18537NQ5A","TopLayer","FP-DQJ0008A-MFG","73.0500","69.2013","270","MOSFET N-CH 60V 50A 8SON"
"M1_3","CSD18537NQ5A","TopLayer","FP-DQJ0008A-MFG","79.5701","68.9262","270","MOSFET N-CH 60V 50A 8SON"
"M1_2","CSD18537NQ5A","TopLayer","FP-DQJ0008A-MFG","63.3201","73.9512","270","MOSFET N-CH 60V 50A 8SON"
"L1","IHLP5050FDER1R8M01","TopLayer","IND_IHLP_5050_FD_VIS","58.8500","61.9250","90","No Description Available"
"L1_5","XAL5030-222MEB","TopLayer","FP-XAL5030-222MEB-MFG","111.4084","55.4862","270","Fixed Inductors 2.2uH 20% 9.7A 14.5mOhms"
"L1_4","SER1052-402MLB","TopLayer","IND_SER1052_COC","95.0625","53.5187","90","No Description Available"
"L1_3","XAL6060-562MEB","TopLayer","IND_XAL6060_COC","131.1250","57.7000","180","No Description Available"
"L1_2","MSS1038-123MLB","TopLayer","IND_MSS1038_COC","75.9750","58.5000","90","No Description Available"
"D5","BAS516","TopLayer","SOD523_NEX","115.3500","68.7000","90","No Description Available"
"D4","BAS516","TopLayer","SOD523_NEX","99.2750","70.5750","90","No Description Available"
"D3","BAS516","TopLayer","SOD523_NEX","134.0750","70.8750","270","No Description Available"
"D2","BAS516","TopLayer","SOD523_NEX","83.9125","74.5750","90","No Description Available"
"D1","BAS516","TopLayer","SOD523_NEX","63.5750","80.3000","90","No Description Available"
"C21","TMK212BJ105KG-T","TopLayer","CAP_TMK212BJ105KG-T_TAY","50.0032","78.3750","0","No Description Available"
"C84","TMK212BJ105KG-T","TopLayer","CAP_TMK212BJ105KG-T_TAY","102.4168","68.7450","0","No Description Available"
"C75","TMK212BJ105KG-T","TopLayer","CAP_TMK212BJ105KG-T_TAY","86.1968","69.7822","0","No Description Available"
"C67","TMK212BJ105KG-T","TopLayer","CAP_TMK212BJ105KG-T_TAY","120.5647","71.1001","0","No Description Available"
"C31","TMK212BJ105KG-T","TopLayer","CAP_TMK212BJ105KG-T_TAY","69.8514","75.1459","0","No Description Available"
"C17","C1206C333J1GACTU","TopLayer","FP-C1206C-EB-MFG","45.5250","86.7500","180","C1206 33,000 pF C0G 5.00% 100 V"
"C81","CGA4J2C0G1H333J125AA","TopLayer","CAP_2012_TDK-M","109.7716","82.1944","180","No Description Available"
"C72","CGA4J2C0G1H333J125AA","TopLayer","CAP_2012_TDK-M","92.8000","82.5500","180","No Description Available"
"C64","CGA4J2C0G1H333J125AA","TopLayer","CAP_2012_TDK-M","120.1500","81.7750","0","No Description Available"
"C26","CGA4J2C0G1H333J125AA","TopLayer","CAP_2012_TDK-M","78.2230","87.3721","180","No Description Available"
"C16","GRM1555C1H301GA01D","TopLayer","CAPC1005X55X25LL05T10","55.0500","87.7900","270",""
"C80","GRM1555C1H101FA01D","TopLayer","FP-GRM155-0_05-IPC_C","107.0500","77.3000","90","CAP CER 100PF 50V C0G/NP0 0402"
"C63","UMK105CG271JV-F","TopLayer","FP-0402-L_1_0_0_05-W_0_5-IPC_B","125.0500","80.0000","90","None"
"C25","UMK105CG271JV-F","TopLayer","FP-0402-L_1_0_0_05-W_0_5-IPC_B","76.3500","83.2000","90","None"
"C22","CGA9N3X7R1C476M230KB","TopLayer","FP-CGA9P-IPC_A","50.4000","50.3500","90","Cap Ceramic 47uF 16V X7R 20% Pad SMD 2220 +125°C Automotive T/R"
"C86","GRM32ER61C476KE15L","TopLayer","FP-GRM32E-0_3-0_2-IPC_C","111.3738","50.9904","180","CAP CER 47UF 16V X5R 1210"
"C77","GRM32ER61C476KE15L","TopLayer","FP-GRM32E-0_3-0_2-IPC_C","87.2994","49.7000","180","CAP CER 47UF 16V X5R 1210"
"C24","CGA9N3X7R1C476M230KB","TopLayer","FP-CGA9P-IPC_A","58.9716","50.4698","90","Cap Ceramic 47uF 16V X7R 20% Pad SMD 2220 +125°C Automotive T/R"
"C23","CGA9N3X7R1C476M230KB","TopLayer","FP-CGA9P-IPC_A","65.7788","50.3936","90","Cap Ceramic 47uF 16V X7R 20% Pad SMD 2220 +125°C Automotive T/R"
"C40","25SVPF27MX","TopLayer","FP-OS-CON-SMT-B6-MFG","76.3750","49.2500","180","Conductive Polymer Aluminum Solid Capacitors (OS-CON) 27uF ±20% 25V"
"C15","C0805C104M5RACTU","TopLayer","FP-C0805C-DN-MFG","50.2243","67.7270","180","CAP CER 0.1UF 50V X7R 0805"
"C14","GRM31CR71H475KA12L","TopLayer","FP-GRM31C-0_2-e0_3_0_8-IPC_C","46.7500","72.0758","270","Chip Multilayer Ceramic Capacitors for General Purpose, 1206, 4.7uF, X7R, 15%, 10%, 50V"
"C65","GRM1555C1H101FA01D","TopLayer","FP-GRM155-0_05-IPC_C","119.2000","79.0500","0","CAP CER 100PF 50V C0G/NP0 0402"
"C28","GRM1555C1H101FA01D","TopLayer","FP-GRM155-0_05-IPC_C","72.5606","81.6102","0","CAP CER 100PF 50V C0G/NP0 0402"
"C83","GRM1555C1H391JA01J","TopLayer","FP-GRM155-0_05-IPC_A","103.8500","75.5000","180","Chip Multilayer Ceramic Capacitors for General Purpose, 0402, 390pF, C0G, 30ppm/°C, 5%, 50V"
"C73","C0805C100M4GACTU","TopLayer","FP-C0805C-DN-MFG","86.9500","77.6000","180","CAP CER 10PF 16V 20% NP0 0805"
"C66","GRM1555C1E5R1CA01D","TopLayer","CAPC1005X55X25LL05T10","123.4627","77.7605","0",""
"C19","GRM1555C1E5R1CA01D","TopLayer","CAPC1005X55X25LL05T10","49.6112","86.1124","180",""
"C27","GRM1555C1E5R1CA01D","TopLayer","CAPC1005X55X25LL05T10","70.2600","83.2000","180",""
"C20","08053C104K4T2A","TopLayer","CAPC2013X140X50LL20T25","61.0000","79.9000","90",""
"C85","08053C104K4T2A","TopLayer","CAPC2013X140X50LL20T25","112.1500","68.5000","90",""
"C76","08053C104K4T2A","TopLayer","CAPC2013X140X50LL20T25","96.5500","71.0000","90",""
"C68","08053C104K4T2A","TopLayer","CAPC2013X140X50LL20T25","131.1819","71.0239","90",""
"C30","08053C104K4T2A","TopLayer","CAPC2013X140X50LL20T25","81.9250","73.2000","90",""
